21.006722166;105.856769166;-1085
21.006722166;105.856769166;-1093
21.006722166;105.856769166;-1092
21.006722166;105.856769166;-1097
21.006722166;105.856769166;-1101
21.006722166;105.856769166;-1098
21.006722166;105.856769166;-1097
21.006727;105.856771499;-1092
21.006727;105.856771499;-1087
21.006727;105.856771499;-1085
21.006727;105.856771499;-1085
21.006727;105.856771499;-1083
21.006727;105.856771499;-1085
21.006727;105.856771499;-1085
21.006727;105.856771499;-1087
21.006731333;105.856771667;-1077
21.006731333;105.856771667;-1074
21.006731333;105.856771667;-1070
21.006731333;105.856771667;-1068
21.006731333;105.856771667;-1058
21.006731333;105.856771667;-1050
21.006731333;105.856771667;-1037
21.006734666;105.856770832;-1037
21.006734666;105.856770832;-1027
21.006734666;105.856770832;-1020
21.006734666;105.856770832;-1014
21.006734666;105.856770832;-999
21.006734666;105.856770832;-993
21.006734666;105.856770832;-988
21.006734666;105.856770832;-980
21.006734666;105.856770832;-981
21.006737499;105.856770166;-985
21.006737499;105.856770166;-989
21.006737499;105.856770166;-999
21.006737499;105.856770166;-994
21.006737499;105.856770166;-985
21.006737499;105.856770166;-980
21.006737499;105.856770166;-972
21.006737499;105.856770166;-968
21.006737499;105.856770166;-974
21.006737499;105.856770166;-975
21.006740167;105.856769499;-988
21.006740167;105.856769499;-991
21.006742667;105.856768999;-998
21.006742667;105.856768999;-997
21.006742667;105.856768999;-1020
21.006742667;105.856768999;-1019
21.006742667;105.856768999;-1020
21.006742667;105.856768999;-1019
21.006742667;105.856768999;-1015
21.006744666;105.8567685;-1019
21.006744666;105.8567685;-1018
21.006744666;105.8567685;-1015
21.006744666;105.8567685;-1012
21.006744666;105.8567685;-1010
21.006744666;105.8567685;-1006
21.006744666;105.8567685;-1002
21.006744666;105.8567685;-999
21.006744666;105.8567685;-993
21.006746332;105.856768333;-990
21.006746332;105.856768333;-985
21.006746332;105.856768333;-983
21.006746332;105.856768333;-981
21.006746332;105.856768333;-978
21.006746332;105.856768333;-977
21.006746332;105.856768333;-976
21.006746332;105.856768333;-973
21.006746332;105.856768333;-971
21.006746332;105.856768333;-970
21.006747666;105.856768;-969
21.006747666;105.856768;-968
21.006747666;105.856768;-968
21.006747666;105.856768;-968
21.006747666;105.856768;-967
21.006747666;105.856768;-968
21.006747666;105.856768;-967
21.006747666;105.856768;-966
21.006747666;105.856768;-967
21.006748667;105.856767833;-966
21.006748667;105.856767833;-963
21.006748667;105.856767833;-959
21.006748667;105.856767833;-959
21.006748667;105.856767833;-958
21.006748667;105.856767833;-952
21.006748667;105.856767833;-948
21.006748667;105.856767833;-947
21.006748667;105.856767833;-943
21.006748667;105.856767833;-939
21.0067495;105.856767666;-935
21.0067495;105.856767666;-932
21.0067495;105.856767666;-929
21.0067495;105.856767666;-924
21.0067495;105.856767666;-928
21.0067495;105.856767666;-935
21.0067495;105.856767666;-948
21.0067495;105.856767666;-955
21.0067495;105.856767666;-981
21.0067495;105.856767666;-995
21.0067525;105.856768999;-1002
21.0067525;105.856768999;-1014
21.0067525;105.856768999;-1050
21.0067525;105.856768999;-1050
21.0067525;105.856768999;-1107
21.0067525;105.856768999;-1136
21.0067525;105.856768999;-1141
21.0067525;105.856768999;-1151
21.006754332;105.856772332;-1151
21.006754332;105.856772332;-1161
21.006754332;105.856772332;-1212
21.006754332;105.856772332;-1223
21.006754332;105.856772332;-1237
21.006754332;105.856772332;-1248
21.006754999;105.856775833;-1269
21.006754999;105.856775833;-1276
21.006754999;105.856775833;-1296
21.006754999;105.856775833;-1308
21.006754999;105.856775833;-1311
21.006754999;105.856775833;-1322
21.006754999;105.856775833;-1338
21.006754999;105.856775833;-1344
21.006756667;105.856779333;-1361
21.006756667;105.856779333;-1366
21.006756667;105.856779333;-1365
21.006756667;105.856779333;-1366
21.006756667;105.856779333;-1371
21.006756667;105.856779333;-1384
21.006756667;105.856779333;-1400
21.006756667;105.856779333;-1419
21.006756667;105.856779333;-1421
21.006756667;105.856779333;-1428
21.006758832;105.8567835;-1441
21.006758832;105.8567835;-1450
21.006758832;105.8567835;-1457
21.006758832;105.8567835;-1505
21.006758832;105.8567835;-1521
21.006758832;105.8567835;-1538
21.006758832;105.8567835;-1545
21.006758832;105.8567835;-1557
21.006758832;105.8567835;-1567
21.006759999;105.856787667;-1591
21.006759999;105.856787667;-1603
21.006759999;105.856787667;-1609
21.006759999;105.856787667;-1612
21.006759999;105.856787667;-1611
21.006759999;105.856787667;-1611
21.006759999;105.856787667;-1631
21.006761999;105.856791166;-1660
21.006761999;105.856791166;-1675
21.006761999;105.856791166;-1685
21.006761999;105.856791166;-1721
21.006761999;105.856791166;-1725
21.006761999;105.856791166;-1744
21.006761999;105.856791166;-1757
21.0067635;105.856795;-1776
21.0067635;105.856795;-1784
21.0067635;105.856795;-1800
21.0067635;105.856795;-1814
21.0067635;105.856795;-1820
21.0067635;105.856795;-1833
21.0067635;105.856795;-1847
21.0067635;105.856795;-1865
21.006765;105.856799332;-1869
21.006765;105.856799332;-1896
21.006765;105.856799332;-1899
21.006765;105.856799332;-1917
21.006765;105.856799332;-1921
21.006765;105.856799332;-1940
21.006767499;105.856802833;-1949
21.006767499;105.856802833;-1963
21.006767499;105.856802833;-1969
21.006767499;105.856802833;-1975
21.006767499;105.856802833;-2008
21.006767499;105.856802833;-2014
21.006767499;105.856802833;-2020
21.006767499;105.856802833;-2033
21.006767499;105.856802833;-2062
21.006768999;105.856806832;-2071
21.006768999;105.856806832;-2067
21.006768999;105.856806832;-2097
21.006768999;105.856806832;-2115
21.006768999;105.856806832;-2126
21.006768999;105.856806832;-2133
21.006768999;105.856806832;-2146
21.006768999;105.856806832;-2154
21.006770833;105.856811167;-2158
21.006770833;105.856811167;-2175
21.006770833;105.856811167;-2195
21.006770833;105.856811167;-2202
21.006770833;105.856811167;-2202
21.006770833;105.856811167;-2210
21.006770833;105.856811167;-2217
21.006773333;105.856814499;-2233
21.006773333;105.856814499;-2258
21.006773333;105.856814499;-2262
21.006773333;105.856814499;-2297
21.006773333;105.856814499;-2315
21.006773333;105.856814499;-2338
21.006775;105.856818333;-2360
21.006775;105.856818333;-2365
21.006775;105.856818333;-2390
21.006775;105.856818333;-2405
21.006775;105.856818333;-2413
21.006775;105.856818333;-2428
21.006775;105.856818333;-2437
